transaction_amount,merchant_category,transaction_hour,day_of_week,is_weekend,customer_age,account_age_days,previous_transactions_day,average_transaction_amount,credit_limit,amount_vs_average_ratio,time_since_last_transaction,location_risk_score,is_fraud
150.13,2,9,3,0,40,765,1,10.0,500.0,15.01,21.5,16.5,0
23.83,10,18,4,0,75,324,1,38.5,598.48,0.62,1.2,9.7,0
1.78,11,20,3,0,72,3,6,18.52,500.0,0.1,11.4,5.0,0
21.07,7,8,6,1,33,596,4,10.0,500.0,2.11,2.2,17.7,0
1.67,4,1,5,1,44,170,4,18.39,500.0,0.09,0.2,26.0,0
8.41,10,9,0,0,34,130,1,10.0,500.0,0.84,51.8,6.4,0
1.97,12,14,4,0,38,163,0,36.37,500.0,0.05,7.6,4.9,0
21.59,13,20,1,0,29,147,5,10.0,500.0,2.16,23.3,29.2,0
89.15,7,12,4,0,45,23,3,14.41,500.0,6.19,1.7,33.7,0
5.98,9,1,6,1,51,722,5,26.43,500.0,0.23,3.5,16.9,0
7.4,11,21,1,0,38,353,4,13.71,500.0,0.54,3.0,7.1,0
95.07,12,1,4,0,51,40,2,10.0,500.0,9.51,9.8,12.3,0
15.8,3,13,3,0,28,207,0,10.0,500.0,1.58,3.3,28.5,0
8.44,1,12,4,0,35,561,2,26.59,500.0,0.32,17.3,38.8,0
51.02,1,12,3,0,39,384,3,13.69,500.0,3.73,4.7,5.1,0
30.11,13,6,2,0,52,180,1,10.0,500.0,3.01,7.6,30.6,0
6.65,6,12,3,0,49,505,1,108.37,1026.47,0.06,5.7,19.8,0
44.81,2,1,4,0,54,279,1,10.0,500.0,4.48,25.0,14.0,0
1.0,12,14,0,0,37,129,3,17.29,500.0,0.06,0.1,15.3,0
18.79,0,18,3,0,66,22,1,10.0,500.0,1.88,10.0,14.5,0
10.4,8,10,4,0,18,173,0,10.0,500.0,1.04,11.1,37.1,0
6.13,18,4,1,0,53,8,2,37.07,524.63,0.17,16.8,13.4,0
2.73,16,12,5,1,52,893,3,10.0,500.0,0.27,4.7,5.5,0
31.96,1,6,6,1,72,429,1,40.32,500.0,0.79,5.6,16.5,0
123.78,6,21,1,0,40,353,2,10.0,500.0,12.38,3.8,13.1,0
11.01,19,3,5,1,59,9,1,10.0,500.0,1.1,12.8,14.5,0
4.23,19,1,4,0,63,323,1,10.0,500.0,0.42,4.5,12.0,0
9.45,8,4,5,1,48,1676,3,45.88,500.0,0.21,37.4,18.1,0
121.03,12,3,3,0,27,359,1,22.68,500.0,5.34,21.2,4.4,0
6.08,8,14,4,0,44,291,2,10.0,500.0,0.61,12.1,35.2,0
69.5,15,4,5,1,27,128,1,106.59,1930.78,0.65,75.5,34.9,0
2.11,4,15,4,0,56,912,2,20.41,500.0,0.1,11.9,22.9,0
10.15,16,13,2,0,54,292,1,33.0,500.0,0.31,8.8,31.8,0
38.29,16,3,4,0,18,202,2,38.24,526.82,1.0,2.0,35.2,0
13.25,13,18,1,0,38,133,4,10.15,500.0,1.31,11.1,37.2,0
118.22,3,8,2,0,29,16,2,12.07,500.0,9.79,12.4,16.3,0
49.46,2,6,5,1,45,6,1,10.0,500.0,4.95,5.4,9.8,0
32.99,4,22,2,0,62,81,1,10.0,500.0,3.3,4.0,45.7,0
15.1,15,13,6,1,53,218,1,30.73,584.99,0.49,14.5,14.4,0
49.47,4,7,5,1,40,1236,2,12.68,500.0,3.9,9.8,10.9,0
20.93,4,17,1,0,18,177,4,19.51,500.0,1.07,7.9,34.8,0
30.26,11,22,0,0,61,76,1,42.45,714.93,0.71,28.6,17.3,0
10.17,10,9,5,1,32,110,0,10.0,500.0,1.02,11.0,11.3,0
171.3,2,2,1,0,47,442,4,10.0,500.0,17.13,0.6,50.9,0
121.3,13,7,3,0,31,403,3,10.0,500.0,12.13,13.7,4.2,0
3.41,5,0,0,0,56,637,0,10.0,500.0,0.34,15.8,15.8,1
2.75,14,10,5,1,41,117,2,10.0,500.0,0.28,15.8,2.4,0
8.2,19,13,0,0,18,690,7,10.0,500.0,0.82,14.2,22.4,0
55.07,1,22,1,0,37,772,1,14.82,500.0,3.72,16.5,9.9,0
1.0,3,14,4,0,40,89,0,10.0,500.0,0.1,4.8,18.8,0
20.4,0,2,2,0,54,197,3,10.0,500.0,2.04,5.7,21.8,0
8.5,4,23,2,0,55,25,4,10.0,500.0,0.85,3.2,33.0,0
1.76,7,8,6,1,37,9,1,18.67,500.0,0.09,1.9,47.1,0
12.44,6,1,5,1,38,361,1,70.5,914.82,0.18,0.8,30.9,0
24.15,9,2,2,0,31,62,3,23.04,500.0,1.05,1.0,5.0,0
8.56,14,21,1,0,55,288,0,10.0,500.0,0.86,4.1,4.3,0
127.28,5,19,3,0,35,162,0,20.77,500.0,6.13,22.2,25.1,0
18.24,13,21,1,0,37,191,0,35.48,500.0,0.51,0.1,40.5,0
21.1,2,3,1,0,33,786,2,44.48,598.01,0.47,9.8,8.5,0
70.04,10,21,1,0,40,201,1,21.56,500.0,3.25,9.1,18.6,0
5.27,12,18,2,0,24,250,2,20.85,500.0,0.25,1.2,12.9,0
8.38,9,2,2,0,30,845,0,10.0,500.0,0.84,1.9,5.5,0
17.45,14,15,5,1,40,14,6,23.96,500.0,0.73,19.6,21.6,0
7.5,15,13,2,0,40,236,3,10.0,500.0,0.75,1.7,11.5,0
2.15,10,13,4,0,32,201,2,10.0,500.0,0.22,16.3,6.4,0
19.24,0,22,2,0,18,133,2,10.0,500.0,1.92,2.5,22.4,0
24.64,13,8,1,0,26,448,1,10.0,500.0,2.46,14.2,26.2,0
13.94,14,19,1,0,48,389,2,35.06,500.0,0.4,19.4,5.0,0
92.76,19,11,3,0,53,881,2,25.64,500.0,3.62,1.1,8.7,0
24.36,15,20,6,1,36,65,2,10.0,500.0,2.44,6.3,24.3,0
62.39,10,7,1,0,39,82,1,10.0,500.0,6.24,5.4,26.7,0
29.87,4,12,6,1,56,237,0,12.6,500.0,2.37,2.9,6.9,0
72.33,5,12,5,1,51,441,1,16.43,500.0,4.4,2.4,26.4,0
315.29,9,12,2,0,28,393,1,13.8,500.0,22.85,1.0,22.0,0
25.77,19,7,4,0,40,454,0,10.0,500.0,2.58,19.5,10.5,0
75.34,0,15,5,1,38,1190,0,10.0,500.0,7.53,18.0,4.2,0
34.51,7,18,4,0,44,229,2,20.31,500.0,1.7,4.6,36.9,0
91.11,1,1,2,0,24,502,0,47.47,524.61,1.92,20.3,30.5,0
52.2,12,17,4,0,18,308,1,10.0,500.0,5.22,22.3,2.6,0
7.63,18,14,6,1,29,842,3,36.47,537.42,0.21,1.2,8.6,0
25.75,6,1,5,1,62,60,1,28.17,500.0,0.91,3.0,7.1,0
10.96,13,10,1,0,46,469,1,10.0,500.0,1.1,16.8,14.3,0
30.28,0,0,2,0,61,445,3,10.0,500.0,3.03,20.8,8.9,0
82.17,12,10,2,0,35,616,3,27.5,500.0,2.99,15.4,18.3,0
18.01,17,0,4,0,27,211,2,10.0,500.0,1.8,5.4,29.0,0
30.31,0,0,3,0,36,482,2,18.37,500.0,1.65,2.9,23.2,0
414.15,8,4,6,1,18,248,3,18.28,500.0,22.66,6.9,15.0,0
24.62,12,10,3,0,28,325,0,10.0,500.0,2.46,4.1,37.9,0
10.82,11,5,1,0,46,388,1,10.0,500.0,1.08,16.2,29.9,0
2.69,4,1,5,1,48,716,3,10.0,500.0,0.27,10.5,7.7,0
98.22,13,7,2,0,32,41,3,17.62,500.0,5.57,8.9,40.0,0
28.97,1,8,1,0,46,637,3,10.0,500.0,2.9,7.2,20.8,0
133.83,7,10,2,0,28,900,3,41.6,788.63,3.22,3.7,10.5,0
33.1,0,22,1,0,38,77,1,13.29,500.0,2.49,17.5,25.3,0
159.33,9,12,6,1,22,294,2,14.24,500.0,11.19,56.1,3.1,0
41.65,13,12,0,0,29,88,4,10.0,500.0,4.16,4.6,37.3,0
8.58,4,1,2,0,46,51,1,13.04,500.0,0.66,13.8,23.1,0
29.15,10,23,6,1,42,959,3,23.99,500.0,1.22,3.2,17.4,0
40.05,1,15,5,1,45,214,3,14.85,500.0,2.7,8.1,30.7,0
100.54,0,5,2,0,37,174,2,17.33,500.0,5.8,10.7,17.8,0
22.14,18,11,3,0,45,347,1,122.4,1926.24,0.18,3.9,21.0,0
1.91,4,3,5,1,18,271,1,20.89,500.0,0.09,5.3,2.7,0
11.29,9,20,6,1,47,67,2,23.09,500.0,0.49,28.5,29.6,0
37.9,16,4,0,0,77,1388,3,31.25,586.97,1.21,31.5,10.5,0
32.27,9,4,3,0,69,418,3,29.33,500.0,1.1,33.9,9.8,0
23.28,9,0,5,1,37,1263,1,38.43,500.0,0.61,4.5,14.1,0
30.31,12,17,4,0,35,739,0,26.99,500.0,1.12,7.0,24.4,0
21.27,14,22,4,0,40,1118,2,10.0,500.0,2.13,0.9,20.1,0
12.91,10,5,0,0,41,216,0,10.0,500.0,1.29,23.0,1.9,0
87.93,9,14,6,1,49,103,2,10.63,500.0,8.27,4.0,15.4,0
33.99,10,18,5,1,53,891,2,24.4,500.0,1.39,14.5,7.5,0
9.76,2,16,3,0,44,982,2,10.0,500.0,0.98,5.2,32.1,0
57.19,6,6,2,0,36,205,1,10.0,500.0,5.72,8.7,3.5,0
48.16,2,8,5,1,38,922,2,10.0,500.0,4.82,5.5,38.6,0
31.23,8,2,6,1,53,121,2,10.0,500.0,3.12,2.5,19.6,0
1.72,12,6,2,0,61,246,1,10.0,500.0,0.17,6.3,28.5,0
10.64,16,5,1,0,62,608,2,10.0,500.0,1.06,2.3,18.0,0
9.26,3,16,0,0,49,967,2,10.0,500.0,0.93,16.2,3.8,0
2.15,0,2,1,0,52,430,2,10.0,500.0,0.22,0.4,10.2,0
1.49,12,16,0,0,53,142,4,10.0,500.0,0.15,0.3,18.1,0
11.45,4,15,2,0,62,64,4,27.06,500.0,0.42,21.6,25.2,0
36.52,19,20,6,1,49,95,2,18.09,500.0,2.02,12.7,18.9,0
18.33,8,16,5,1,28,471,1,10.0,500.0,1.83,4.8,28.9,0
75.54,10,2,2,0,35,700,2,10.0,500.0,7.55,0.6,18.0,0
169.08,18,16,2,0,39,152,3,74.98,502.85,2.26,3.4,30.0,0
3.29,5,23,4,0,42,656,2,11.33,500.0,0.29,5.8,10.0,0
113.72,19,11,6,1,33,70,0,10.0,500.0,11.37,22.5,39.6,0
12.16,4,10,5,1,41,289,2,10.0,500.0,1.22,13.2,10.9,0
9.72,4,6,4,0,36,200,2,69.29,1346.11,0.14,2.2,11.7,0
56.8,16,21,6,1,26,3,1,10.0,500.0,5.68,73.9,19.7,0
137.89,19,12,4,0,58,1196,1,10.0,500.0,13.79,15.7,8.3,0
2.79,6,16,5,1,63,366,2,18.2,500.0,0.15,2.5,26.8,0
40.48,11,11,0,0,54,339,0,10.0,500.0,4.05,19.1,7.8,0
45.25,6,6,5,1,18,962,1,10.0,500.0,4.53,10.5,44.9,0
33.31,10,16,1,0,46,160,1,10.0,500.0,3.33,14.4,18.0,0
19.75,17,2,2,0,52,134,0,11.93,500.0,1.66,31.2,30.5,0
37.21,13,18,4,0,58,1456,3,16.76,500.0,2.22,23.9,27.7,0
6.06,0,21,0,0,58,1009,2,10.0,500.0,0.61,0.4,21.6,0
14.55,1,22,3,0,68,1712,1,10.0,500.0,1.46,37.0,25.2,0
19.34,5,22,2,0,33,63,1,10.0,500.0,1.93,12.4,3.2,0
46.5,12,20,5,1,45,1472,2,19.19,500.0,2.42,4.8,8.0,0
18.91,8,19,5,1,61,465,1,16.55,500.0,1.14,3.9,22.5,0
10.58,15,15,3,0,65,200,2,26.36,500.0,0.4,3.4,36.5,0
27.92,4,19,3,0,29,660,4,10.0,500.0,2.79,13.2,9.7,0
453.72,1,0,1,0,37,231,2,32.44,500.0,13.99,7.4,43.9,1
14.81,7,8,1,0,23,768,1,19.67,500.0,0.75,1.6,35.8,0
1.75,8,0,3,0,22,117,1,21.15,500.0,0.08,11.4,13.4,0
10.09,8,7,1,0,26,592,0,10.0,500.0,1.01,2.4,22.7,0
7.26,13,11,3,0,34,331,2,10.0,500.0,0.73,10.5,32.1,0
32.95,12,14,1,0,45,180,1,24.7,500.0,1.33,19.3,20.3,0
4.96,12,18,6,1,52,412,0,20.09,500.0,0.25,4.0,10.7,0
43.0,17,17,4,0,25,330,2,33.11,500.0,1.3,5.9,6.6,0
5.11,10,18,1,0,44,224,1,13.33,500.0,0.38,36.5,9.8,0
18.92,16,13,1,0,34,294,4,13.53,500.0,1.4,12.3,41.6,0
42.45,11,18,0,0,41,521,3,10.0,500.0,4.24,20.2,24.8,0
55.38,5,8,2,0,56,470,2,10.0,500.0,5.54,3.4,9.2,0
5.04,9,8,5,1,32,47,0,26.04,500.0,0.19,11.4,9.2,0
8.36,3,5,6,1,51,600,0,10.0,500.0,0.84,11.3,15.8,0
7.03,11,13,3,0,47,40,1,34.11,500.0,0.21,8.2,49.0,0
56.9,3,19,6,1,35,558,4,89.25,1341.8,0.64,0.2,4.0,0
3.88,17,0,2,0,69,528,3,10.0,500.0,0.39,1.2,17.4,0
7.92,11,19,6,1,58,375,1,10.0,500.0,0.79,5.1,6.3,0
13.61,10,20,6,1,30,129,1,56.9,1137.33,0.24,3.4,24.0,0
1.3,11,1,3,0,38,394,1,10.0,500.0,0.13,7.6,7.7,0
47.06,11,2,2,0,67,326,1,10.0,500.0,4.71,0.5,13.5,0
56.6,2,23,0,0,66,329,0,10.0,500.0,5.66,11.2,17.1,0
19.91,5,17,2,0,45,300,0,33.62,500.0,0.59,13.9,13.2,0
3.12,6,4,2,0,26,137,2,10.64,500.0,0.29,2.5,35.5,0
31.26,16,8,6,1,34,515,5,20.68,500.0,1.51,20.5,10.5,0
654.71,8,4,1,0,59,165,1,10.0,500.0,65.47,2.2,25.8,0
35.89,0,1,6,1,22,579,1,10.0,500.0,3.59,0.1,22.8,0
2.33,5,16,0,0,48,403,1,22.23,500.0,0.1,5.6,34.7,0
21.89,15,23,6,1,34,194,0,18.65,500.0,1.17,0.7,28.2,0
36.35,17,20,6,1,34,215,3,30.75,500.0,1.18,31.5,43.9,0
43.58,0,21,1,0,54,163,2,10.0,500.0,4.36,27.2,11.2,0
1.27,9,0,4,0,49,33,2,11.07,500.0,0.11,3.8,10.2,0
42.5,7,8,6,1,32,97,4,10.0,500.0,4.25,13.3,11.7,0
37.28,1,12,3,0,24,126,1,17.01,500.0,2.19,16.0,23.6,0
164.58,3,5,0,0,58,52,3,19.62,500.0,8.39,4.8,8.2,0
5.23,11,22,0,0,40,453,0,11.62,500.0,0.45,2.8,22.1,0
13.46,9,22,2,0,55,134,1,10.14,500.0,1.33,6.2,23.3,0
45.57,12,13,6,1,31,236,3,10.0,500.0,4.56,10.8,18.0,0
2.69,2,15,6,1,29,591,4,17.12,500.0,0.16,6.6,30.9,0
18.61,7,6,5,1,25,329,3,19.63,500.0,0.95,52.1,18.8,0
7.98,1,19,1,0,21,518,0,10.0,500.0,0.8,15.7,11.2,0
7.68,4,4,3,0,20,305,4,13.65,500.0,0.56,17.8,27.5,0
1.0,15,18,0,0,30,536,1,26.69,500.0,0.04,57.2,36.3,0
10.07,10,22,6,1,45,97,0,10.0,500.0,1.01,5.3,20.8,0
151.25,5,4,4,0,47,255,3,20.5,500.0,7.38,18.5,14.0,0
177.45,16,5,5,1,18,89,3,16.69,500.0,10.63,15.5,11.7,0
56.28,12,23,1,0,38,238,0,10.0,500.0,5.63,8.7,29.1,0
99.67,8,14,2,0,42,651,5,11.73,500.0,8.5,40.5,18.1,0
51.74,15,8,2,0,41,85,3,10.0,500.0,5.17,1.5,21.3,0
6.4,10,8,4,0,31,1093,1,10.0,500.0,0.64,3.4,10.3,0
28.86,6,16,4,0,25,227,3,59.75,500.0,0.48,3.1,31.7,0
17.55,3,18,4,0,44,516,0,38.22,500.0,0.46,6.7,25.4,0
1.02,19,14,1,0,42,169,0,15.78,500.0,0.06,1.3,29.2,0
7.31,18,17,0,0,19,131,2,10.0,500.0,0.73,7.9,8.6,0
93.12,9,10,1,0,32,1,2,10.0,500.0,9.31,9.2,19.8,0
29.28,0,13,0,0,35,53,2,17.88,500.0,1.64,7.4,48.4,0
33.41,8,21,6,1,47,184,0,10.0,500.0,3.34,15.7,25.6,0
7.52,3,5,1,0,49,544,1,10.0,500.0,0.75,12.3,26.2,0
98.81,14,9,2,0,37,5,3,45.4,545.78,2.18,6.4,28.7,0
60.35,18,15,6,1,65,378,3,24.41,500.0,2.47,0.1,2.9,0
1.88,0,11,3,0,52,475,1,10.0,500.0,0.19,9.2,43.3,0
24.91,9,21,1,0,59,705,0,10.0,500.0,2.49,38.4,8.8,0
23.68,11,10,0,0,18,331,1,27.24,500.0,0.87,13.9,35.4,0
8.07,9,23,1,0,58,138,3,16.67,500.0,0.48,8.1,39.6,0
97.37,5,10,5,1,25,357,3,26.17,500.0,3.72,17.5,29.4,0
4.68,16,17,0,0,53,255,3,20.56,500.0,0.23,14.6,27.9,0
48.93,6,16,2,0,49,307,3,48.57,500.0,1.01,9.8,15.2,0
1.92,1,18,0,0,21,91,3,11.9,500.0,0.16,13.2,16.0,0
3.26,4,10,6,1,47,282,4,23.23,500.0,0.14,6.6,9.7,0
9.57,1,19,4,0,30,800,6,10.0,500.0,0.96,3.2,12.1,0
124.95,5,20,6,1,31,929,2,12.59,500.0,9.92,15.6,31.5,0
3.25,11,1,2,0,43,57,1,14.24,500.0,0.23,4.5,29.4,0
20.24,14,20,4,0,48,31,0,26.11,500.0,0.78,1.2,37.8,0
12.79,10,1,2,0,29,489,0,14.6,500.0,0.88,15.4,10.9,0
33.45,10,8,3,0,57,71,4,52.95,803.0,0.63,8.8,6.2,0
3.22,10,7,0,0,42,898,1,59.03,500.0,0.05,0.8,5.8,0
23.13,19,18,4,0,49,972,1,16.02,500.0,1.44,20.8,33.3,0
153.41,11,13,6,1,26,849,1,35.95,500.0,4.27,16.3,10.2,0
245.78,11,0,0,0,41,173,1,10.0,500.0,24.58,24.7,24.8,0
1.85,8,15,3,0,34,840,0,103.48,1994.73,0.02,16.2,8.6,0
64.84,19,16,4,0,32,316,0,10.0,500.0,6.48,6.0,32.5,0
45.83,13,15,5,1,18,169,1,42.51,550.97,1.08,8.3,12.2,0
33.91,7,12,2,0,35,584,6,10.0,500.0,3.39,7.0,7.1,0
25.34,15,17,6,1,41,297,0,17.73,500.0,1.43,18.0,25.7,0
491.13,10,1,6,1,18,121,1,10.0,500.0,49.11,4.4,4.1,0
7.4,19,15,4,0,33,878,3,22.98,500.0,0.32,35.8,15.9,0
1.0,2,22,1,0,19,173,0,23.0,500.0,0.04,4.4,39.6,0
49.51,0,7,6,1,65,710,4,10.0,500.0,4.95,14.3,24.5,0
4.83,13,6,2,0,40,405,1,10.0,500.0,0.48,19.2,4.2,0
1.12,8,20,0,0,50,628,4,10.0,500.0,0.11,4.9,5.9,0
22.93,12,22,2,0,36,425,1,10.0,500.0,2.29,11.5,16.4,0
11.79,8,21,4,0,49,433,0,11.41,500.0,1.03,33.3,46.6,0
5.41,17,12,2,0,68,103,1,17.45,500.0,0.31,2.2,31.3,0
5.26,10,11,2,0,47,41,2,21.28,500.0,0.25,3.9,20.9,0
39.48,2,7,5,1,44,371,0,10.0,500.0,3.95,4.2,5.3,0
106.68,7,20,0,0,52,373,3,42.59,500.0,2.5,6.1,25.8,0
1.0,19,9,3,0,32,244,1,10.0,500.0,0.1,16.2,44.6,0
74.24,4,23,4,0,37,799,2,19.76,500.0,3.76,38.5,13.8,0
148.88,15,23,3,0,50,385,1,38.48,516.35,3.87,1.6,19.4,0
16.12,9,22,4,0,18,140,2,13.68,500.0,1.18,11.9,21.1,0
2.17,5,14,1,0,18,38,2,10.0,500.0,0.22,9.1,64.3,0
5.17,9,14,3,0,33,1083,0,18.54,500.0,0.28,0.8,4.3,0
2.1,5,1,2,0,37,260,1,53.15,561.92,0.04,16.7,32.8,0
3.78,16,17,3,0,46,315,4,10.52,500.0,0.36,8.8,13.4,0
22.94,5,23,3,0,72,182,0,10.0,500.0,2.29,1.3,36.0,0
12.92,7,2,3,0,43,51,4,16.17,500.0,0.8,9.2,7.9,0
48.22,12,7,1,0,61,195,4,14.64,500.0,3.29,9.0,6.6,0
18.94,18,3,3,0,34,550,2,11.95,500.0,1.58,3.1,14.6,0
8.84,19,19,6,1,18,199,1,32.91,500.0,0.27,0.4,28.8,0
15.68,6,5,4,0,58,218,5,20.04,500.0,0.78,42.5,3.1,0
3.39,18,11,0,0,50,1339,1,10.55,500.0,0.32,17.5,48.3,0
13.98,10,21,3,0,66,80,2,10.0,500.0,1.4,5.4,15.8,0
33.16,19,11,2,0,21,216,3,38.25,500.0,0.87,10.0,10.7,0
13.97,1,7,3,0,18,229,1,13.52,500.0,1.03,8.3,5.7,0
76.85,6,7,5,1,18,48,1,15.04,500.0,5.11,1.1,33.0,0
21.03,19,15,5,1,38,148,2,38.41,500.0,0.55,8.6,7.3,0
169.73,5,11,0,0,51,626,3,150.81,1166.92,1.13,15.1,8.3,0
5.47,1,3,0,0,19,176,0,103.7,747.01,0.05,6.9,15.9,0
11.81,8,3,2,0,53,640,0,10.07,500.0,1.17,2.9,10.6,0
1.47,2,3,4,0,27,200,1,10.0,500.0,0.15,70.9,43.7,0
79.43,2,23,3,0,47,16,2,10.0,500.0,7.94,5.0,13.2,0
5.5,7,10,4,0,52,513,2,37.73,500.0,0.15,11.5,15.6,0
193.24,3,0,5,1,52,235,1,36.26,685.38,5.33,19.6,32.2,0
1.23,6,23,6,1,31,81,1,40.78,794.78,0.03,9.3,13.1,0
7.16,0,18,2,0,48,109,0,25.7,500.0,0.28,1.2,23.9,0
178.93,12,5,2,0,28,511,2,10.0,500.0,17.89,45.9,9.7,0
75.84,11,8,5,1,36,119,1,10.0,500.0,7.58,4.8,12.2,0
1.0,17,7,6,1,49,975,1,12.06,500.0,0.08,22.4,9.9,0
36.15,15,21,4,0,33,680,2,40.92,500.0,0.88,11.6,19.7,0
5.23,10,23,6,1,44,233,3,37.08,504.84,0.14,2.2,10.7,0
66.34,19,5,4,0,36,165,0,12.12,500.0,5.47,0.5,32.9,0
10.22,6,17,1,0,27,394,3,15.41,500.0,0.66,17.4,10.8,0
59.77,3,15,0,0,38,117,2,13.27,500.0,4.5,8.4,24.1,0
2.66,2,18,5,1,38,358,0,291.45,2731.78,0.01,38.9,15.6,0
14.71,4,8,1,0,30,296,1,10.0,500.0,1.47,5.5,10.3,0
32.57,3,19,5,1,31,401,0,46.04,620.51,0.71,2.1,33.7,0
5.01,2,2,4,0,38,1030,1,10.0,500.0,0.5,8.4,20.4,0
12.48,19,5,2,0,54,329,0,10.0,500.0,1.25,4.8,15.1,0
206.44,6,7,6,1,60,66,3,19.78,500.0,10.44,10.9,36.0,0
37.57,0,17,2,0,41,309,1,53.13,1019.81,0.71,4.1,15.5,0
1.28,19,18,5,1,29,142,3,10.0,500.0,0.13,7.8,33.6,0
14.15,11,6,4,0,29,7,1,10.0,500.0,1.42,25.6,15.4,0
74.12,12,21,0,0,47,38,3,20.47,500.0,3.62,12.4,22.7,0
9.59,5,11,3,0,29,1224,1,12.47,500.0,0.77,7.5,27.8,0
46.49,17,7,5,1,18,899,0,12.73,500.0,3.65,5.4,6.8,0
90.4,0,9,6,1,31,719,1,10.0,500.0,9.04,2.9,0.7,0
2.45,15,17,3,0,19,19,1,10.0,500.0,0.25,28.1,4.5,0
38.92,11,4,1,0,66,40,1,25.3,500.0,1.54,17.2,26.7,0
30.35,2,5,6,1,41,548,1,71.32,822.9,0.43,0.3,7.3,0
104.19,6,22,2,0,38,72,1,10.0,500.0,10.42,2.1,12.5,0
12.42,11,14,1,0,53,159,2,10.0,500.0,1.24,23.4,25.1,0
35.99,8,16,6,1,57,483,2,15.5,500.0,2.32,1.1,20.9,0
182.32,0,4,1,0,41,188,3,403.18,4362.01,0.45,2.9,45.7,0
94.7,19,18,5,1,27,1559,3,18.62,500.0,5.09,15.5,34.2,0
9.96,10,14,3,0,26,571,1,37.87,596.33,0.26,25.0,22.2,0
20.46,3,2,1,0,39,63,2,52.16,500.0,0.39,11.8,24.8,0
294.84,19,7,4,0,55,500,3,34.78,500.0,8.48,19.3,16.1,0
1.0,8,13,4,0,45,720,0,15.04,500.0,0.07,7.6,17.5,0
1.85,7,10,1,0,29,29,0,10.0,500.0,0.18,74.0,14.9,0
108.69,12,12,6,1,51,272,3,10.0,500.0,10.87,1.8,24.4,0
30.32,12,3,6,1,27,570,1,10.55,500.0,2.87,8.8,12.0,0
103.86,15,13,3,0,55,282,0,10.0,500.0,10.39,1.6,27.6,0
24.68,6,8,2,0,32,38,0,35.43,500.0,0.7,11.1,12.6,0
52.64,14,6,3,0,18,156,2,12.62,500.0,4.17,1.9,26.5,0
108.23,13,14,5,1,36,137,1,10.0,500.0,10.82,1.6,24.9,0
37.48,14,12,2,0,33,136,1,10.0,500.0,3.75,4.4,33.4,0
18.26,1,20,1,0,21,209,0,10.0,500.0,1.83,12.3,25.1,0
155.68,12,9,1,0,27,55,2,10.0,500.0,15.57,11.6,17.9,0
36.04,10,20,2,0,33,251,3,10.0,500.0,3.6,31.7,36.4,0
27.47,8,18,3,0,29,385,0,10.0,500.0,2.75,29.9,7.1,0
365.33,2,1,4,0,64,197,1,11.88,500.0,30.75,1.0,9.0,0
3.83,0,23,3,0,36,253,0,10.18,500.0,0.38,16.5,33.1,0
2.12,7,11,6,1,58,498,0,69.06,1181.88,0.03,1.3,21.3,0
395.3,8,8,6,1,29,533,1,10.0,500.0,39.53,3.2,18.9,0
1.41,5,7,0,0,76,178,3,10.0,500.0,0.14,6.1,7.3,0
340.59,2,16,1,0,36,1,3,10.0,500.0,34.06,9.4,27.5,0
23.6,4,15,2,0,35,528,0,16.56,500.0,1.43,3.0,23.9,0
2.77,17,2,3,0,32,695,4,12.42,500.0,0.22,23.5,4.8,0
37.85,1,14,5,1,64,362,3,10.0,500.0,3.78,9.7,15.2,0
4.46,10,20,2,0,46,40,1,12.95,500.0,0.34,1.5,45.4,0
8.01,0,12,2,0,42,248,0,10.28,500.0,0.78,1.3,30.2,0
40.44,9,23,1,0,27,103,3,77.67,852.29,0.52,10.5,6.2,0
5.55,14,19,1,0,62,328,2,10.0,500.0,0.55,13.4,5.8,0
5.38,13,20,4,0,33,262,2,50.12,718.44,0.11,5.9,8.6,0
70.7,6,23,4,0,49,249,1,10.0,500.0,7.07,2.1,40.5,0
7.66,0,23,5,1,56,182,0,12.15,500.0,0.63,2.2,11.1,0
4.54,8,4,3,0,33,33,1,10.64,500.0,0.43,15.3,27.6,0
1.01,18,20,5,1,79,334,6,11.75,500.0,0.09,21.1,22.6,0
5.02,7,2,2,0,37,663,2,18.09,500.0,0.28,22.4,43.1,0
5.39,15,3,4,0,52,526,2,21.57,500.0,0.25,26.6,12.5,0
4.48,12,3,5,1,35,520,5,15.04,500.0,0.3,1.8,14.8,0
194.11,8,17,2,0,27,599,2,10.0,500.0,19.41,8.2,28.3,0
159.88,3,0,3,0,21,193,3,10.0,500.0,15.99,45.7,24.6,0
25.31,18,6,5,1,55,444,2,10.0,500.0,2.53,1.4,24.3,0
8.59,3,2,2,0,58,807,0,29.99,500.0,0.29,39.4,40.6,0
6.99,4,18,0,0,34,986,4,44.16,536.46,0.16,9.1,11.9,0
22.85,9,3,3,0,18,114,2,10.0,500.0,2.28,34.0,26.7,0
21.44,6,16,0,0,29,996,2,10.0,500.0,2.14,8.1,13.1,0
3.89,10,23,2,0,40,467,3,10.0,500.0,0.39,4.2,4.8,0
92.17,18,13,6,1,26,567,0,10.0,500.0,9.22,18.1,28.8,0
7.94,2,9,3,0,54,47,1,11.38,500.0,0.7,23.1,12.6,0
25.02,16,18,6,1,39,261,1,10.0,500.0,2.5,30.6,28.1,0
